old value	new value
N. Wille	N. Wille
N. Wolle	N. Wolle
Naegeli	Naegeli
Nageli	Naegeli
Native Collector	Native collector
Native fisherman, Native fisherman	Native fisherman
Native fishermen	Native fisherman
Nelson	Nelson
Nelson Nararro	Nelson Nararro
Nelson Navarro	Nelson Navarro
Nemetz	Nemetz
Nero Kawahara, G. F. Papenfuss	Nero Kawahara, G. F. Papenfuss
Neugebauer	Neugebauer
Neushul	Neushul
Nicholas Pike	Nicholas Pike
Nina K. Abbot	Nina K. Abbott
Nina K. Abbott	Nina K. Abbott
Nino Sbarbaro	Nino Sbarbaro
Nishimoto, Lois L. Eubank	Nishimoto, Lois L. Eubank
Noë	Noe
Nora de Rios	Nora de Rios
Nora deRios	Nora de Rios
Miss Nordhoff	Nordhoff
Norma E. Pfeiffer	Norma E. Pfeiffer
Norman Heard	Norman Heard
Dr. Norris	Norris
Norris	Norris
Noto Wajima	Noto Wajima
O. B.	O. B.
O. B. Metcalfe	O. B. Metcalfe
Dr. O. Borge	O. Borge
O. Borge	O. Borge
O. Borge, Lewis S. Rose	O. Borge, Lewis S. Rose
D. Bulnheim	O. Bulnheim
O. Balnhein	O. Bulnheim
O. Bulnheim	O. Bulnheim
O. Bulnhein	O. Bulnheim
O. Degener	O. Degener
O. Degener, Isa Degener	O. Degener, Isa Degener
O. Fr. Anderson	O. F. Andersson
O. Fr. Andersson Borge	O. F. Andersson Borge
O. Fr. Borge	O. F. Borge
O. F. Cook	O. F. Cook
O. Gelert	O. Gilbert
O. Gilbert	O. Gilbert
O. Hansen	O. Hansen
O. Hanson	O. Hansen
O. Kamura	O. Kamura
O. Kusakin	O. Kusakin
O. Nordstedt	O. Nordstedt
O. Norstedt	O. Nordstedt
O. Nordstedt, L. J. Wahlstedt	O. Nordstedt, L. J. Wahlstedt
O. okamura	O. Okamura
O. Paulsen	O. Paulsen
Op Piramides	O. Piramides
Op. Piramides	O. Piramides
O. Pretonus	O. Pretorius
O. Pretorius	O. Pretorius
O. Reinhardt	O. Reinhardt
O. T.	O. T.
O. V. Wennersten	O. V. Wennersten
Osc. Westöö	O. Westoo
O. Wijk, Hj. Wijk	O. Wijk, H. Wijk
O. Y. Seng	Oie Yong Seng
Oei Yong Seng	Oie Yong Seng
Oi Yong Seng	Oie Yong Seng
Oie Yong Seng	Oie Yong Seng
Ouie Yong Seng	Oie Yong Seng
Ōishi	Oishi
Okamura	Okamura
Oren Lachey	Oren Lachey
Oren Lucky	Oren Lachey
Orval Boekemier	Orval Boekemier
Osborne Morton	Osborne Morton
Otto Degener	Otto Degener
Otto Degener, Isa Degener	Otto Degener, Isa Degener
Otto Degener, Isa Degener, George Dawson	Otto Degener, Isa Degener, George Dawson
Dr. Otto Delitsch	Otto Delitsch
Otto Geish	Otto Geist
Otto Geist	Otto Geist
Otto Kuntze	Otto Kuntze
Otto Möller	Otto Moller
Otto Zacharias	Otto Zacharias
P. A. Cordero	P. A. Cordero
Bani, Masinloc Zembales	P. A. Cordero Jr.
P. A. Cordero, Jr.	P. A. Cordero Jr.
P. Cordero, Jr.	P. A. Cordero Jr.
P.A. Cordero, Jr.	P. A. Cordero Jr.
P. A. Cordero, Jr., de la Cruz	P. A. Cordero Jr., de la Cruz
P.A. Cordero, Jr., De la Cruz	P. A. Cordero Jr., de la Cruz
P. A. Cordero, Jr., Fernando	P. A. Cordero Jr., Fernando
P. A. Cordero, Jr., Fernando, Reynoso	P. A. Cordero Jr., Fernando, Reynoso
P. A. Cordero, Jr., Reynoso, Fernando	P. A. Cordero Jr., Fernando, Reynoso
P. A. Cordero, Jr., Lopez	P. A. Cordero Jr., Lopez
P. Cordero, Jr. -Lopez	P. A. Cordero Jr., Lopez
P. Cordero, Jr.-Lopez	P. A. Cordero Jr., Lopez
P. Cordero, Jr., Lopez	P. A. Cordero Jr., Lopez
P. A. Cordero, Jr., Tungpalan	P. A. Cordero Jr., Tungpalan
P. A. Cordero, Jr.-UST Field Bot. '77	P. A. Cordero Jr., UST Field Botany 1977
P. A. Cordero, Jr., UST Field Botany '77	P. A. Cordero Jr., UST Field Botany 1977
P. A. Cordero, Jr. and Vendivil	P. A. Cordero Jr., Vendivil
P. A. Cordero, Jr., Yambao, de la Cruz	P. A. Cordero Jr., Yambao, de la Cruz
P. A. Cordero, F. de la Cruz	P. A. Cordero, F. de la Cruz
P. A. Cordero, Fernande	P. A. Cordero, Fernando
P. A. Cordero, Fernando	P. A. Cordero, Fernando
P. A. Cordero, Reynoso, Ferando	P. A. Cordero, Fernando, Reynoso
P. A. Cordero, Reynoso, Fernado	P. A. Cordero, Fernando, Reynoso
P. A. Cordero, Reynoso, Fernando	P. A. Cordero, Fernando, Reynoso
P. A. Cordero, Reynoso, Fernando o	P. A. Cordero, Fernando, Reynoso
P. A. Cordero, Reynoso, Celis	P. A. Cordero, Reynoso, Celis
P. A. Cordero, Tungpalan	P. A. Cordero, Tungpalan
P. A. Cordero, Yambao, de la Cruz	P. A. Cordero, Yambao, de la Cruz
P. A. Cordero, Yambao, De le Cruz	P. A. Cordero, Yambao, de la Cruz
P. A. Pfeiffer	P. A. Pfeiffer
P. A. Siple	P. A. Siple
P. A. Wetherill	P. A. Wetherill
P. A. Whetherill	P. A. Wetherill
P. B. A.	P. B. A.
P. B. Rouseau	P. B. Rousseau
P. B. Rousseau	P. B. Rousseau
P. Billet	P. Billet
P. Bronniman	P. Bronniman
P. Bronninan	P. Bronniman
P. C. Afzelius	P. C. Afzelius
P. C. Silva	P. C. Silva
P. Dangeard	P. Dangeard
P. Dusén	P. Dusen
P. F. Elson	P. F. Elson
P. F. Lee	P. F. Lee
P. F. Lundqvist	P. F. Lundqvist
P. F. Weatherill	P. F. Weatherill
P. Fischer	P. Fischer
P. G. Gustafson	P. G. Gustafson
P. G. Lorentz, G. Hieronymus	P. G. Lorentz, G. Hieronymus
P. Goldsworthy, R. Berthold	P. Goldsworthy, R. Berthold
P. Gray	P. Gray
P. H. Hawkins	P. H. Hawkins
P. H. Huve	P. H. Huve
P. Hariot	P. Hariot
P. Harris	P. Harris
P. Hennings	P. Hennings
P. Huvé	P. Huve
P. and H. Huve	P. Huve, H. Huve
P. Huvé, H. Huvé	P. Huve, H. Huve
P. J. Philson	P. J. Philson
P. J. Philson, I. B. Warnock	P. J. Philson, I. B. Warnock
P. J. Philson, T. T. Earle	P. J. Philson, T. T. Earle
P. Jörgensen	P. Jorgensen
Dr. P. Kuckuck	P. Kuckuck
P. kuckuck	P. Kuckuck
P. L. Smuts	P. L. Smuts
P. Lydon	P. Lydon
P. M. de Vos	P. M. de Vos
P. M. deVos	P. M. de Vos
P. M. de Vos, A. V. Duthie	P. M. de Vos, A. V. Duthie
P.M. McMinn	P. M. McMinn
P. M. Newhall, H. M. Rhodes	P. M. Newhall, H. M. Rhodes
P. Magnus	P. Magnus
P. May	P. May
P. McLachlan, A. V. Duthie	P. McLachlan, A. V. Duthie
P. Moreland, Virgilio Villena	P. Moreland, Virgilio Villena
P. Nielsen	P. Nielsen
P. Olsson	P. Olsson
P. Pius	P. Pius
P.R. Heworth	P. R. Heworth
P. R. Manacop	P. R. Manacop
P. R. Needham	P. R. Needham
B. Reinfch	P. Reinsch
B. Reinsch	P. Reinsch
P. Reinsch	P. Reinsch
P. Richter	P. Richter
P. Saenger	P. Saenger
P. Saenget	P. Saenger
P. Sinrenis	P. Sintenis
P. Sintenis	P. Sintenis
P. Strandmark	P. Strandmark
P. Sydow	P. Sydow
P. Sydow, Migula et Wahlstedt	P. Sydow, Migula et Wahlstedt
P. T. Cleve	P. T. Cleve
P. Titius	P. Titius
P. V. LeRoy	P. V. LeRoy
P. van Muller	P. van Muller
P. W. Cook	P. W. Cook
P. Wijk, Hj. Wijk	P. Wijk, H. Wijk
P. Willa	P. Willa
P. Willa, G. F. Papenfuss	P. Willa, G. F. Papenfuss
P. Wilson	P. Wilson
P. & B.	P., B.
Pafserini	Pafserini
Pajo	Pajo
Palm	Palm
Palmer	Palmer
Pam Stacey	Pam Stacey
Pam Stacey and Project Ocean Search	Pam Stacey, Project Ocean Search
Pam Stacey, Pacific Ocean Search	Pam Stacey, Project Ocean Search
Pam Stacey, Project Ocean Search	Pam Stacey, Project Ocean Search
Pam Stacey, V. Anderson	Pam Stacey, V. Anderson
Pam Stacey, V. L. Anderson 536	Pam Stacey, V. L. Anderson
Pamela Moreland	Pamela Moreland
Pamela Moreland and Virgilio Villena	Pamela Moreland, Virgilio Villena
Pamela Moreland and Virgilio Villena, Virgilio Villena	Pamela Moreland, Virgilio Villena
Pamela Moreland, Virgilio villena	Pamela Moreland, Virgilio Villena
Pamela Moreland, Virgillo Villena	Pamela Moreland, Virgillo Villena
Paquita Machris, E. Yale Dawson	Paquita Machris, E. Yale Dawson
Parks	Parks
Parmenio A. Yanez	Parmenio A. Yanez
Passerini	Passerini
Pat Philip	Pat Philip
Patricia [Delendick] Alexandre	Patricia D.  Alexandre
Ratricia [ Delendick ] Alexandre	Patricia D.  Alexandre
Paul Allen	Paul Allen
Paul Bartsch	Paul Bartsch
P.E Silua	Paul C. Silva
Paul C. Silva	Paul C. Silva
Paul C. standley	Paul C. Standley
Paul C. Standley, E. D. Merrill, Louis O. Williams, & Antonio Molina R.	Paul C. Standley, E. D. Merrill, Louis O. Williams, Antonio Molina R.
Paul C. Standley, Elias Padilla V.	Paul C. Standley, Elias Padilla V.
Paul C. Standley, Elias V. Padilla	Paul C. Standley, Elias V. Padilla
Paul C. Standley, Julian A. Steyermark and Francis Drouet	Paul C. Standley, Julian A. Steyermark, Francis Drouet
Paul C. Standley, Louis O. Williams	Paul C. Standley, Louis O. Williams
Paul C. Standley, Louis O. Williams and Antonio Molina R.	Paul C. Standley, Louis O. Williams, Antonio Molina R.
Paul D. Voth	Paul D. Voth
Paul D. Voth, Francis Drouet	Paul D. Voth, Francis Drouet
Paul G. Standley	Paul G. Standley
Paul J. Philson	Paul J. Philson
Paul Reinsch	Paul Reinsch
Paul Richter	Paul Richter
Pelvet	Pelvet
Pelvet, Lenormand, Chauvin	Pelvet, Lenormand, Chauvin
Percy M. Newhall	Percy M. Newhall
Peter Avila	Peter Avila
Peter R. O. Bally	Peter R. O. Bally
Peter W. Gold	Peter W. Gold
Pfaff	Pfaff
Pfarrer Karl	Pfarrer Karl
Pfeiffer	Pfeiffer
Pham Hoamg Ho	Pham Hoang Ho
Pham Hoang Ho	Pham Hoang Ho
Phil La Gardy	Phil La Gardy
Philip W. Wolle	Philip W. Wolle
Piccone	Piccone
Piccone, Baglietto	Piccone, Baglietto
Pierre Dangeard	Pierre Dangeard
Piguet	Piguet
Pike	Pike
Pirano	Pirano
Portier	Portier
Porzler	Porzler
Pörzler	Porzler
Preston Smith	Preston Smith
Priscilla Hannaford	Priscilla Hannaford
Priscilla McKown	Priscilla McKown
Priscilla McKown, Paul F. McKown	Priscilla McKown, Paul F. McKown
Puget Sound Biology Lab	Puget Sound Biology Lab
Pujals	Pujals
Pulcher Smith	Pulcher Smith
Pulcher Smit, A. V. Duthie	Pulcher Smith, A. V. Duthie
R/V Searcher	R-V Searcher Station
R/V Searcher Station	R-V Searcher Station
Searcher Station	R-V Searcher Station
Ra	R.
R. A. Bastow	R. A. Bastow
R. A. Esten	R. A. Esten
R. A. Esteu	R. A. Esten
R. A. Harper	R. A. Harper
R. A. L.	R. A. L.
R. A. Lewin	R. A. Lewin
R. A. Maas Geesteranus	R. A. Maas Geesteranus
R. B. Grimm	R. B. Grimm
R. B. Searles	R. B. Searles
R. B. Searles, G. L. Leister, J. F. Brauner	R. B. Searles, G. L. Leister, J. F. Brauner
R. B. Wylie	R. B. Wylie
R. B. Wylie, U.S. Bureau of Soils Kelp Expedition	R. B. Wylie, U.S. Bureau of Soils Kelp Expedition
R. Bascter	R. Bascter
R. Beck	R. Beck
R. Bed.	R. Bed.
R. Brown	R. Brown
R. Browu	R. Brown
R. Brusca, B. Wallerstein and P. Pepe	R. Brusca, B. Wallerstein, P. Pepe
R. C. M'Gregor	R. C. McGregor
R. C. McGregor	R. C. McGregor
R. Castillo	R. Castillo
R. Castilo	R. Castillo
R. Catah	R. Catah
R. Catala	R. Catala
R. D. Royce	R. D. Royce
RDS	R. D. S.
R. D. Wood	R. D. Wood
R. D. Wood, H. Croasdale	R. D. Wood, H. Croasdale
R. D. Wood, Mary B. Wiliams	R. D. Wood, Mary B. Wiliams
R. Decary	R. Decary
R. E. Gardner	R. E. Gardner
R. E. Holltum	R. E. Holltum
R. E. Holttum	R. E. Holttum
R.E. Holttum	R. E. Holttum
R. E. Holttum, W. J. Bosse	R. E. Holttum, W. J. Bosse
R. E. Norris	R. E. Norris
R. E. Vaughan	R. E. Vaughan
R. Emerson, J. Wintz, R. Smith, C. Philippi	R. Emerson, J. Wintz, R. Smith, C. Philippi
R. F.	R. F.
R. F. Cain	R. F. Cain
R. F. Griggs, G. B. Rigg	R. F. Griggs, G. B. Rigg
R. F. Palumbo	R. F. Palumbo
R. F. Scagel	R. F. Scagel
R. F. Scagel, R. F. Scagel	R. F. Scagel
R. F. Scagel, G. F. Papenfuss & Y. M. Chiang	R. F. Scagel, G. F. Papenfuss, Y. M. Chiang
R. G. Hoogland	R. G. Hoogland
R. G. Hooper	R. G. Hooper
R. H	R. H.
R. H.	R. H.
R.H.	R. H.
RH	R. H.
R. H. Adacus	R. H. Adacus
R. H. Thompson	R. H. Thompson
R. H. & Delta	R. H., Delta
R. H., Delta	R. H., Delta
RH & Delta	R. H., Delta
R. Hackbr	R. Hacker
R. Hacker	R. Hacker
R. Häcker	R. Hacker
R. Häder	R. Hacker
R. Haecker	R. Hacker
R. Hcker	R. Hacker
R. Harry	R. Harry
R. Harry, D. Abbott	R. Harry, D. Abbott
R. Hartshone	R. Hartshone
R. Harvey	R. Harvey
R. Hooper	R. Hooper
R. Hooper, B. Bennett	R. Hooper, B. Bennett
R. Hooper, M. Roberge	R. Hooper, M. Roberge
R. Hooper, M. Roberge, D. Keats	R. Hooper, M. Roberge, D. Keats
R. Hooper, S. Gibbons	R. Hooper, S. Gibbons
R. I. Cratty	R. I. Cratty
R. J.	R. J.
R. J. Chinnock, H. B. S. Womersley	R. J. Chinnock, H. B. S. Womersley
R. J. King	R. J. King
R. J. Rodin	R. J. Rodin
R. J. Seibert	R. J. Seibert
R. Jungner	R. Jungner
R. K. S. Lee	R. K. S. Lee
R. K. S. Lee, A. Sutherland	R. K. S. Lee, A. Sutherland
R. K. S. Lee, M. Thomas	R. K. S. Lee, M. Thomas
R. Kaawa, Minnie Reed	R. Kaawa, Minnie Reed
R. Keville	R. Keville
R. Kienholz	R. Kienholz
R. L. Caylor	R. L. Caylor
R. L. Moe	R. L. Moe
R. L. Moe, A. Giannini	R. L. Moe, A. Giannini
R. L. Moe, De Laca	R. L. Moe, De Laca
R. L. Moe, N. Temnikow	R. L. Moe, N. Temnikow
R. L. Moe, N. Temnikow, A. Giannini	R. L. Moe, N. Temnikow, A. Giannini
R. L. Specht	R. L. Specht
R. Latham	R. Latham
R. Lauterborn	R. Lauterborn
R. Lenormand	R. Lenormand
R. M. Bastow	R. M. Bastow
R. M. Laing	R. M. Laing
R. M. Lauig	R. M. Laing
Robt. M, Laing	R. M. Laing
Robt. M. Laing	R. M. Laing
R. M. Munror	R. M. Munror
R. Marra	R. Marra
R. McGregor	R. McGregor
R. Moffitt	R. Moffitt
R. N. Webster	R. N. Webster
R. Nielson	R. Nielson
R. Nielsen, K. Lundshoj, K. Dahl	R. Nielson, K. Lundshoj, K. Dahl
R. Norris	R. Norris
R. P. Clem. Dumont	R. P. C. Dumont
R. Ped	R. Ped
R. Quinn	R. Quinn
R. Rabenhorst	R. Rabenhorst
R. Renlund, E. T. Moul	R. Renlund, E. T. Moul
R. Rossouw, A. V. Duthie	R. Rossouw, A. V. Duthie
R. S. Jones	R. S. Jones
R. S. Pullai	R. S. Pullai
R. Sanderlin	R. Sanderlin
R. Serene	R. Serene
R. Setzer	R. Setzer
R. Setzer, T. Hoffman	R. Setzer, T. Hoffman
Dr. R. Solla	R. Solla
R. Soto	R. Soto
R. Sourie	R. Sourie
R. T. Tsuda	R. T. Tsuda
R. T. Tsuda, S. George, and J. Villagomez	R. T. Tsuda, S. George, J. Villagomez
R. T. Tsuda, S. George, J. Villagomez	R. T. Tsuda, S. George, J. Villagomez
R. T. Tsuda, W. J. Gilbert	R. T. Tsuda, W. J. Gilbert
R. Thaxter	R. Thaxter
R. Tsuda	R. Tsuda
R. Tsuda, R. Buggeln, D. Greathouse	R. Tsuda, R. Buggeln, D. Greathouse
R. Tsuda and R. Randall	R. Tsuda, R. Randall
R. Tsuda, R. Randall	R. Tsuda, R. Randall
R. V. Tellan	R. V. Tellan
R. V. Wettstein	R. V. Wettstein
R. Van Syoc	R. Van Syoc
R. W.	R. W.
R. W. Bastors	R. W. Bastow
R. W. Bastow	R. W. Bastow
R. W. Coleman	R. W. Coleman
R. W. Ricker	R. W. Ricker
R. W. Ricker, A. Dick	R. W. Ricker, A. Dick
R. W. Ricker, F. Scott	R. W. Ricker, F. Scott
R. W. Ricker, G. Kraft	R. W. Ricker, G. Kraft
R. W. Ricker, G. T. Kraft	R. W. Ricker, G. T. Kraft
R. W. Ricker, M. Tucker	R. W. Ricker, M. Tucker
R. W. Ricker, R. Garrick	R. W. Ricker, R. Garrick
R. W. Schmieder	R. W. Schmieder
R. Wollny	R. Wollny
R. Zitkevicius	R. Zitkevicius
Rabenhorst	Rabenhorst
Rachel Einav	Rachel Einav
Ralph A. Lewin	Ralph A. Lewin
Ralph A. Lewsin	Ralph A. Lewin
Ralph A. Lwein	Ralph A. Lewin
Ralph A. Lewin and Lanna Cheng	Ralph A. Lewin, Lanna Cheng
Ralph A. Lewin, Lanna Cheng	Ralph A. Lewin, Lanna Cheng
Ralph H. Mizell	Ralph H. Mizell
Ralph Hartshorn	Ralph Hartshorn
Ralph Palumbo	Ralph Palumbo
Ramon Ferreyra	Ramon Ferreyra
Rashleigh	Rashleigh
Mr. Rawlinson	Rawlinson
Raymond Decary	Raymond Decary
Rechinger	Rechinger
Reed	Reed
Regina Wetzer	Regina Wetzer
Reichard	Reichardt
Reichardt	Reichardt
Reid Moran	Reid Moran
Reid V. Moran	Reid V. Moran
Reinbold	Reinbold
Remiremont	Remiremont
Remple	Remple
Rensen	Rensen
Renser	Renser
Reufer	Reufer
Reuser	Reuser
Ricardo Haroun, Max Chacane	Ricardo Haroun, Max Chacane
Ricardo Soto	Ricardo Soto
Ricardo Soto S.	Ricardo Soto
Ricardo Soto, I. Holst	Ricardo Soto, I. Holst
Rich Setzer	Rich Setzer
Richard A. Marin	Richard A. Marin
Richard C. McGregor	Richard C. McGregor
Richard C. Zimmerman	Richard C. Zimmerman
Richard D. Hill	Richard D. Hill
Richard D. Hill, Willa Hill	Richard D. Hill, Willa Hill
Richard E. Norris	Richard E. Norris
Smithsonian Oceanographic Sorting Center, Richard E. Norris	Richard E. Norris, Smithsonian Oceanographic Sorting Center
Richard H. Hevly	Richard H. Hevly
Richard Lees	Richard Lees
Richard Pienaar	Richard Pienaar
Richard W. Holm	Richard W. Holm
Richard W. Holm and Hugh H. Iltis	Richard W. Holm, Hugh H. Iltis
Richard W. Holm, Hugh H. Iltis	Richard W. Holm, Hugh H. Iltis
Wadsworth	Richard Wadsworth
Wadsworth, Richard	Richard Wadsworth
Richard Zimmerman	Richard Zimmerman
Richard Zimmerman and Charles Kopczak	Richard Zimmerman, Charles Kopczak
Richards	Richards
Richter	Richter
Rick Erickson	Rick Erickson
Rick Meyer	Rick Meyer
Rob Combs	Rob Combs
Robenko	Robenko
Roberge	Roberge
Robert A. Rodin	Robert A. Rodin
Robert B. Setzer	Robert B. Setzer
Robert Brown	Robert Brown
Robert E. Coker	Robert E. Coker
Robert J. Menzies	Robert J. Menzies
Robert J. Reich	Robert J. Reich
Robert J. Rodin	Robert J. Rodin
Robert Kaawa, Minnie Reed	Robert Kaawa, Minnie Reed
Robert L. Dressler	Robert L. Dressler
Rob Lami	Robert Lamie
Robert Lamie	Robert Lamie
Robert M. Laing	Robert M. Laing
Robert M. Lauig	Robert M. Laing
Robert Mahikau, Minnie Reed	Robert Mahikau, Minnie Reed
Robert Mahikoa, Minnie Reed	Robert Mahikoa, Minnie Reed
Robert N. Rudmose Brown	Robert N. Rudmose Brown
Robert Ornduff	Robert Ornduff
Robert P. Ehrhardt	Robert P. Ehrhardt
Robert P. Ernhardt	Robert P. Ernhardt
Robert Prettyman	Robert Prettyman
Robert Rasmussen	Robert Rasmussen
Robert Rassussen	Robert Rasmussen
Robert Rausch	Robert Rausch
Robert Rodin	Robert Rodin
Robert Runyon	Robert Runyon
Robert Setzer	Robert Setzer
Robert Setzer, Alan Havens	Robert Setzer, Alan Havens
Robert Stratton	Robert Stratton
Robert T. Clausen	Robert T. Clausen
Robert T. Clausen, Wendell A. Hinkey	Robert T. Clausen, Wendell A. Hinkey
Robert Van Syoc	Robert Van Syoc
Robert W. Ricker	Robert W. Ricker
Robert W. Ricker, P. Butler	Robert W. Ricker, P. Butler
Rock	Rock
Roemer	Roemer
Roland La Garde	Roland LaGarde
Roland LaGarde	Roland LaGarde
Roland M. Harper	Roland M. Harper
Roland Thaxter	Roland Thaxter
Ronald K. Skinner, Robert W. Schmieder	Ronald K. Skinner, Robert W. Schmieder
Roscoff	Roscoff
Miss Ross	Ross
Ross	Ross
Ross Durland	Ross Durland
Rothe	Rothe
Rovinj	Rovinj
Roy	Roy
Roy N. Jervis	Roy N. Jervis
Roy Tsuda	Roy Tsuda
Roy Tsuda, J. Newhouse	Roy Tsuda, J. Newhouse
Rubén Vasquez	Ruben Vasquez
Rudolf Rison Vallquist	Rudolf Rison Vallquist
Dr. Rudolph	Rudolph
Rudolphi	Rudolphi
Ruprecht	Ruprecht
Rusby	Rusby
Russell	Russell
Ruth Nielsen	Ruth Nielsen
Ruth Patrick	Ruth Patrick
Ryukyu	Ryukyu
S. A. Earle	S. A. Earle
S. A. Earle, E. Clark, Beryl Chadwick, Jay Bartels	S. A. Earle, E. Clark, Beryl Chadwick, Jay Bartels
S. A. Earle, John L. Taylor	S. A. Earle, John L. Taylor
S. A. Earle, R. H. Williams	S. A. Earle, R. H. Williams
S. A. Shepard	S. A. Shepard
S. A. Shepherd	S. A. Shepherd
S. A. Shepherd, H. B. S. Womersley	S. A. Shepherd, H. B. S. Womersley
S. A. Wainwright	S. A. Wainwright
S. agrunon	S. Agrunon
S. Ährling	S. Ahrling
S. Akermark	S. Akermark
S. Åkermark	S. Akermark
S. Almquist	S. Almquist
S. Arimoto	S. Arimoto
S. B. Mead	S. B. Mead
S. B. Paris	S. B. Parish
S. B. Parish	S. B. Parish
S. Berggren	S. Berggren
S. Berggreu	S. Berggren
S. Berrgren	S. Berggren
S. Burggrum	S. Berggren
S. Berggren, P. Oberg	S. Berggren, P. Oberg
S. C. Bruner, J. Acuna	S. C. Bruner, J. Acuna
S. C Ducker	S. C. Ducker
S. C. Ducken	S. C. Ducker
S. C. Ducker	S. C. Ducker
S. C. Lindsrtom	S. C. Lindstrom
S. C. Lindstrom	S. C. Lindstrom
S. C. Nel., A. V. Duthie	S. C. N, A. V. Duthie
S. C. Troughton	S. C. Troughton
S. Carboni	S. Carboni
S. Charboni	S. Charboni
S. Choulette	S. Choulette
S. Clarke	S. Clarke
Sh. Confbef	S. Confbef
S. D.	S. D.
S. Dominique	S. Dominique
S. Enomoto	S. Enomoto
S. Enomoto, H. Hirota	S. Enomoto, H. Hirota
S. F. Light	S. F. Light
S. F. Price	S. F. Price
S. Froh	S. Froh
S. Galen Smith	S. Galen Smith
S. George	S. George
S. George, T. George, Y. Salomon	S. George, T. George, Y. Salomon
S. George, Y. Salmon	S. George, Y. Salomon
S. George, Y. Salomon	S. George, Y. Salomon
S. H.	S. H.
S. Henschen	S. Henschen
S. J. Van Oostrstroom	S. J. van Ooststroom
S. J. van Ooststroom	S. J. van Ooststroom
S. Kaai, Minnie Reed	S. Kaai, Minnie Reed
S. Kawagoe	S. Kawagoe
S. Langer	S. Langer
S. M. Blair, J. Shafer	S. M. Blair, J. Shafer
S. M. Tracy	S. M. Tracy
S. M. Tracy, F. S. Earle	S. M. Tracy, F. S. Earle
S. M Zeller	S. M. Zeller
S. M. Zeller	S. M. Zeller
S. M Zeller, E. B. Zeller	S. M. Zeller, E. B. Zeller
S. M. Zeller, E. B. Zeller	S. M. Zeller, E. B. Zeller
S. M. Zeller, E. B. Zellr	S. M. Zeller, E. B. Zeller
S. Metelerkamp	S. Metlerkamp
S. Metlerkamp	S. Metlerkamp
S. Murberk	S. Murbeck
Sv. Murbeck	S. Murbeck
S. Murberk, E. Olin	S. Murbeck, E. Olin
Sv. Murbeck and E. Olin	S. Murbeck, E. Olin
Sv. Murbeck, E. Olin	S. Murbeck, E. Olin
S. Ninomiya	S. Ninomiya
S. O. G	S. O. G.
S. O. Gray	S. O. Gray
St. Péterfi	S. Peterfi, E. Pop.
S. R. Morse	S. R. Morse
S. Schmula	S. Schmula
S. Segawa	S. Segawa
S. Skinner	S. Skinner
S. Stockmayer	S. Stockmayer
S. T. Olney	S. T. Olney
S. S. Park	S. T. Parks
S. T. Parks	S. T. Parks
S. Ueda	S. Ueda
S. Varda	S. Varda
S. Venturi	S. Venturi
S. Y. du Toit, A. V. Duthie	S. Y. du Toit, A. V. Duthie
S. Yokoyama	S. Yokoyama
S. Zeller	S. Zeller
Prof. Dr. Sadebeck	Sadebeck
Sadebeck	Sadebeck
Saeed Baneimoon	Saeed Baneimoon
Salpiz Kurz	Salpiz Kurz
Samsöe Lund.	Samsoe Lund.
Satter	Satter
Saunders	Saunders
Dr. Sauparo	Sauparo
Sauter	Sauter
Savi	Savi
Schalk	Schalk
Scheidweiler	Scheidweiler
Dr. Schiedermayr	Schiedermayr
Schiffner	Schiffner
Schimper	Schimper
Schimper, Wiest	Schimper, Wiest
Schlauter	Schlauter
Schleicher	Schleicher
Schmula	Schmula
Capt. Schneider	Schneider
Schneider	Schneider
Schönfeldt	Schonfeldt
Schott	Schott
Schroder	Schroder
Schroeder	Schroder
Scneider	Scneider
Scott Kimura, Howard Teas	Scott Kimura, Howard Teas
Sehottmüller	Sehottmuller
Seqil Baordseth	Seqil Baordseth
Sereno Watson	Sereno Watson
Soreno Watson	Sereno Watson
Setch	Setchell
Setchell	Setchell
Setch. et Gard	Setchell, Gardner
Seth E. Meek	Seth E. Meek
Sharon Gray, Enoch Garcia, Cynthia Hipp, Ted Krum	Sharon Gray, Enoch Garcia, Cynthia Hipp, Ted Krum
Shattuck	Shattuck
Sheila Austin	Sheila Austin
Shoji Kawashima	Shoji Kawashima
Siboga expedition	Siboga Expedition
Sidek bin Kiah	Sidek bin Kiah
Sidney F. Glassman	Sidney F. Glassman
Siegfried Stockmayer	Siegfried Stockmayer
Sigbert Schmula	Sigbert Schmula
Simmons	Simmons
Skippy Hau	Skippy Hau
Skottsberg	Skottsberg
SIPHILEXP	Smithsonian Oceanographic Sorting Center
Smithsonian Oceanog. Sorting Center	Smithsonian Oceanographic Sorting Center
Smithsonian Oceanographic Sorting Center	Smithsonian Oceanographic Sorting Center
Smithsonian Oceanographic Sorting Centers	Smithsonian Oceanographic Sorting Center
Sorting Center	Smithsonian Oceanographic Sorting Center
SOSC-BCF	Smithsonian Oceanographic Sorting Center
Sophia Åkermark	Sophia Akermark
Soren Lund	Soren Lund
Søren Lund	Soren Lund
Soto Soto	Soto
Soukup	Soukup
South Polar Expedition	South Polar Expedition
Spalato	Spalato
Dr. Spaulding	Spaulding
Spidhaus	Spielhaus
Spielhaus	Spielhaus
Spilhaus	Spielhaus
Dr. Sprée	Spree
Sprcé	Spree
Sprée	Spree
Stapf	Stapf
Stephen Olney	Stephen Olney
